"Experiment","Language","Subject","KL","Age_months","Age_years","method","cite","lab"
"Almoammer2013","Saudi","1","2",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","2","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","3","0",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","4","0",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","5","1",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","6","2",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","7","1",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","8","4",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","10","3",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","11","3",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","12","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","13","1",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","14","1",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","15","5",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","16","1",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","17","1",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","18","3",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","19","0",37,3.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","20","2",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","21","2",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","22","2",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","23","3",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","24","2",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","25","2",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","26","2",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","27","1",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","28","5",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","29","2",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","30","5",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","31","5",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","32","4",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","33","2",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","34","2",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","35","2",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","36","2",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","37","3",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","38","4",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","39","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","40","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","41","2",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","42","5",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","43","4",49,4.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","44","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","45","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","46","3",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","47","2",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","48","2",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","49","5",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","50","5",54,4.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","51","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","52","5",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","53","5",54,4.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","54","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","55","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","56","2",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","57","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","58","2",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","59","1",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","60","3",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","61","1",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","62","3",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","63","5",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","64","3",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","65","5",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-1","2",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-10","2",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-11","1",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-12","2",37,3.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-13","1",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-14","4",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-15","0",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-16","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-17","5",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-18","2",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-19","2",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-2","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-20","2",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-21","2",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-3","2",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-6","2",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-7","1",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-8","2",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Saudi","Exc-9","0",37,3.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","060412-A-V","1",26,2.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","060412-N-V","2",30,2.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","070612-C-V","2",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","070612-E-V","2",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","140212-V-V","1",33,2.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","140612-V-V","0",30,2.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","140612-Z-V","2",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-J-V","0",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-S-V","0",30,2.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-Z-V","1",33,2.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-B-V","2",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-N-V","2",30,2.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-N1-V","4",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220312-B-V","2",30,2.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220312-M-V","0",33,2.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220312-T-V","1",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220512-I-V","2",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220512-K-V","2",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220512-M-V","2",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220512-P-V","1",31,2.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220512-T-V","1",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","220512-V-V","0",26,2.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","260612-J-V","1",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","260612-N-V","0",26,2.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","280212-G-V","1",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","280612-J-V","2",27,2.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","060412-B-V","1",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","070612-J-V","3",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","080712-J-V","2",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","090112-N-V","2",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","090112-U-V","2",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","090112-Z-V","2",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-V-V","2",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","120612-Z-V","4",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","140212-M1-V","5",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","140612-M-V","2",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-K1-V","2",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-M2-V","2",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","180112-Ii-V","2",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","180112-J-V","5",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","180112-L-V","4",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","180112-T-V","2",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-A-V","0",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-E-V","5",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-L-V","2",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-L1-V","2",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-M-V","2",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-N-V","2",37,3.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-V-V","3",37,3.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","260612-AV","5",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","260612-T-V","5",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","280612-S-V","2",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","080712-IA-V","5",49,4.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-D-V","2",53,4.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-L-V","2",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-M-V","3",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-MP-V","3",54,4.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-N-V","5",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","110612-P-V","5",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","120612-?-V","2",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-K-V","2",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-M-V","2",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-M1-V","5",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-S1-V","5",49,4.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","160112-T-V","2",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-B1-V","5",58,4.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","170112-L-V","2",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Slovenian","200112-P-V","5",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100212-A1","0",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100212-AA","0",25,2.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100212-BL","0",27,2.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100912-DH","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100912-LB","0",25,2.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100912-TL","0",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-PL","0",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-AD","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101612-NR","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101812-S1","0",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101812-S2","0",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101912-GW","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101912-NW","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101912-SW","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","102612-JD","0",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110612-DR","0",26,2.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110712-CM","1",33,2.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110712-JB","0",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110712-ML","1",33,2.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","111412-KP","0",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112612-CJ","2",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112612-DF","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112612-SB","1",31,2.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112712-IM","0",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100210-C1","2",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100212-AR","5",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-LM","5",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-PH","3",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-RW","2",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100512-JC","2",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100912-AB","5",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-AW","5",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-GS","2",44,3.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-LO","0",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-SK","0",38,3.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-AA","2",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-AC","5",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-CW","5",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101212-HS","2",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101812-BB","1",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","102512-JG","5",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","102512-MH","4",43,3.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110612-BP","5",41,3.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110712-CN","4",39,3.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110712-MS","3",37,3.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110812-PF","5",40,3.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110812-SM","5",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110912-AC","5",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110912-OV","5",47,3.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","111512-JS","3",46,3.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112612-KJ","4",45,3.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112612-YM","5",48,4,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112712-DA","5",42,3.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","120312-GB","0",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100212-LM","0",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-CA","5",57,4.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-EL","5",55,4.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-GS","5",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-HG","5",54,4.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-MK","5",59,4.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-OF","2",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100312-QH","5",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","100812-WA","5",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-AC","5",59,4.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-AD","5",56,4.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101012-NS","5",52,4.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-B","5",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-GA","5",57,4.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-KW","5",55,4.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101112-XD","5",55,4.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101212-RB","5",57,4.75,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101612-SD","5",55,4.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","101612-TK","2",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","102612-LD","5",50,4.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","102612-MN","5",49,4.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","110512-JF","5",51,4.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","English","112612-JG","5",49,4.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","1_BarnerMandarin1","2",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","5_BarnerMandarin1","3",28,2.33333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","10_BarnerMandarin1","1",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","13_BarnerMandarin1","3",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","17_BarnerMandarin1","1",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","22_BarnerMandarin1","2",27,2.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","6_BarnerMandarin1","0",25,2.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","9_BarnerMandarin1","3",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","14_BarnerMandarin1","4",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","18_BarnerMandarin1","0",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","23_BarnerMandarin1","2",36,3,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","3_BarnerMandarin1","1",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","7_BarnerMandarin1","1",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","12_BarnerMandarin1","2",31,2.58333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","15_BarnerMandarin1","0",22,1.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","19_BarnerMandarin1","0",26,2.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","20_BarnerMandarin1","0",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","24_BarnerMandarin1","4",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","4_BarnerMandarin1","1",35,2.91666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","8_BarnerMandarin1","0",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","11_BarnerMandarin1","0",26,2.16666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","16_BarnerMandarin1","0",25,2.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","21_BarnerMandarin1","0",30,2.5,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","25_BarnerMandarin1","1",34,2.83333333333333,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","26_BarnerMandarin1","1",27,2.25,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","27_BarnerMandarin1","1",24,2,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","28_BarnerMandarin1","1",32,2.66666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","29_BarnerMandarin1","1",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","30_BarnerMandarin1","0",29,2.41666666666667,"non-titrated","AlmoammerEtAl_2013",NA
"Almoammer2013","Mandarin","31_BarnerMandarin1","2",25,2.08333333333333,"non-titrated","AlmoammerEtAl_2013",NA
