"Experiment","Language","Subject","KL","Age_months","Age_years","method","cite","lab"
"Marusic2016","Slovenian_nonDual","11042014-JA-S","5",58,4.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-M-S","5",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-M-T","1",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-MA-T","2",34,2.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-P-S","5",56,4.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-T-S","5",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-T-T","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-TI-S","5",51,4.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11042014-V-S","3",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-_-R","0",29,2.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-E-R","5",48,4,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-F-S","5",58,4.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-K-S","3",58,4.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-L-S","5",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-M-S","1",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-MS-R","2",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-N-R","1",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-N-S","1",29,2.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-SB-R","0",25,2.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-T-R","0",27,2.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-T-S","2",38,3.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16052014-V-R","5",46,3.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-_-S","1",49,4.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-A-S","4",46,3.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-AN-L","5",54,4.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-AZ-L","5",47,3.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-B-L","5",51,4.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-F-S","2",46,3.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-I-S","5",49,4.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-L-S","2",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-LA-S","1",42,3.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-M-L","2",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-N-L","5",49,4.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-N-S","2",42,3.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-P-L","2",52,4.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-P-S","2",44,3.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-PI-S","5",46,3.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-R-S",NA,45,3.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-ROK-L","5",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-T-L","5",60,5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-TE-L","5",53,4.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18042014-V-S","2",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-A-S","5",48,4,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-AJ-S","4",39,3.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-H-L","2",40,3.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-J-S","2",42,3.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-K-L","2",41,3.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-M-S","0",26,2.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-P-L","1",38,3.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-P-S","2",39,3.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-T-S","2",39,3.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","25042014-TJ-S","5",49,4.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03062015-A-V","2",32,2.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03062015-D-V","0",25,2.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03062015-I-V","0",25,2.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03062015-T-V","0",34,2.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03062015-TI-V","0",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05062015-E-V","1",27,2.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05062015-G-V","1",28,2.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05062015-S-V","2",25,2.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05062015-_-V","1",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","06052015-A-V","1",34,2.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","06052015-D-V","1",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","06052015-M-V","3",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","06052015-P-V","0",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","06052015-_-V","0",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","06052015-Z-V","0",34,2.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07012013-V-V",NA,31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","10122013-_-V","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11062015-K-V","1",28,2.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11062015-M-V","1",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","11062015-V-V","0",29,2.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","12032013-MA-V","1",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","13052015-A-V","2",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","13052015-AD-V","1",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","13052015-D-V","0",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","13052015-E-V","0",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","13052015-M-V","1",36,3,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19052015-AJ-V","0",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19052015-R-V","0",28,2.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19052015-VI-V","0",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19052015-Z-V","2",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","20052015-A-V","1",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","20052015-E-V","0",25,2.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","20052015-F-V","0",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","20052015-L-V","0",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","20052015-S-V","0",36,3,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","27052015-N-V","2",32,2.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","27052015-NE-V","1",32,2.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","27052015-_-V","0",32,2.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","01072013-_-V","5",41,3.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","01072013-L-V","0",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-A-V","2",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-AJ-V","0",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-B-V","2",54,4.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-G-V","3",45,3.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-I-V","5",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-J-V","5",48,4,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-L-V","4",39,3.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-M-V","2",52,4.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-ME-V","5",52,4.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-OL-V","5",41,3.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-U-V","1",36,3,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-VI-V","1",38,3.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","02072013-Z-V","5",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03012013-E-V","5",44,3.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03012013-J-V","2",44,3.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03012013-M-V","5",44,3.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03012013-N-V","3",45,3.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03012013-NI-V","4",42,3.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-A-V","5",50,4.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-AM-V","0",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-K-V","0",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-M-V","3",52,4.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-MA-V","0",28,2.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-N-V","5",53,4.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-P-V","5",48,4,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03072013-PA-V","5",53,4.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03122012-I-V","5",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03122012-L-V","5",55,4.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","03122013-F-V","4",41,3.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05072013-J-V","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05072013-K-V","1",35,2.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05072013-M-V","2",32,2.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05072013-P-V","0",24,2,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","05072013-T-V","1",26,2.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07012013-J-V","2",41,3.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07012013-M-V","2",43,3.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07012013-T-V","1",36,3,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07012013-V-V","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07052013-F-V","2",53,4.41666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07052013-G-V","2",38,3.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07052013-M-V","3",52,4.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07052013-N-V","0",32,2.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","07052013-V-V","5",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","10012013-J-V","5",60,5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","10122012-L-V","5",51,4.25,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","10122012-T-V","5",48,4,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","10122012-V-V","5",55,4.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","10122013-_-V","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","12032013-M-V","5",56,4.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","12032013-MA-V","1",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-B-V","5",55,4.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-G-V","4",44,3.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-J-V","1",38,3.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-JA-V","5",44,3.66666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-JU-V","3",42,3.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-K-V","2",40,3.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-KE-V","5",60,5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-L-V","1",42,3.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-M-V","5",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-O-V","3",59,4.91666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-T-V","5",54,4.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","16042013-TI-V","0",31,2.58333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18062013-E-V","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","18062013-L-V","0",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19062013-B-V","2",36,3,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19062013-D-V","2",33,2.75,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19062013-E-V","1",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19062013-M-V","2",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19062013-N-V","3",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19062013-V-V","3",37,3.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","19122012-M-V","3",46,3.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-E-V","0",26,2.16666666666667,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-EV-V","1",30,2.5,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-L-V","2",34,2.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-N-V","0",25,2.08333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-O-V","1",28,2.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-OS-V","1",34,2.83333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-T-V","1",28,2.33333333333333,"non-titrated","MarusicEtAl_2016",NA
"Marusic2016","Slovenian_nonDual","22042013-TI-V","0",29,2.41666666666667,"non-titrated","MarusicEtAl_2016",NA
