Experiment,lab,Language,Subject,Age_months,Age_years,method,Query,Response,cite
Almoammer2013,Barner,English,100212-AA,25,2.083333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-AA,25,2.083333333,non-titrated,4,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-AA,25,2.083333333,non-titrated,8,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-AA,25,2.083333333,non-titrated,5,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-AA,25,2.083333333,non-titrated,3,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-AA,25,2.083333333,non-titrated,10,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,1,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,2,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,3,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100212-A1,34,2.833333333,non-titrated,10,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-LM,48,4,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,8,7,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,5,9,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,4,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,8,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,10,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,4,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,8,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-PH,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,8,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,3,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,4,7,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,8,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,10,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,8,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-RW,46,3.833333333,non-titrated,3,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,4,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,8,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,3,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,10,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,3,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,10,7,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,8,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,2,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,4,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,8,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-OF,50,4.166666667,non-titrated,3,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-EL,55,4.583333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-CA,57,4.75,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,8,7,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-HG,54,4.5,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-GS,51,4.25,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-QH,50,4.166666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100312-MK,59,4.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100512-JC,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100512-JC,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100512-JC,47,3.916666667,non-titrated,4,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100512-JC,47,3.916666667,non-titrated,8,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,100512-JC,47,3.916666667,non-titrated,5,5,AlmoammerEtAl_2013
