Experiment,lab,Language,Subject,Age_months,Age_years,method,Query,Response,cite
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110812-PF,40,3.333333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,10,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,8,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-AC,47,3.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,4,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,110912-OV,47,3.916666667,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,1,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,2,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111412-KP,32,2.666666667,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,8,9,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,10,9,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,111512-JS,46,3.833333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-JG,49,4.083333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,4,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,5,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,3,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,2,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,5,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-CJ,34,2.833333333,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,1,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,2,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,4,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,8,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,5,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,10,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,10,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,4,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,5,9,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,2,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,8,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,2,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,5,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,8,7,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-SB,31,2.583333333,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,1,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,2,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-DF,28,2.333333333,non-titrated,1,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,8,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,10,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,10,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,8,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,10,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,8,6,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-KJ,45,3.75,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112612-YM,48,4,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,1,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,2,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,4,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,5,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,3,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-IM,28,2.333333333,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,8,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,10,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,10,8,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,8,9,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,10,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,1,1,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,5,5,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,4,4,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,8,10,AlmoammerEtAl_2013
Almoammer2013,Barner,English,112712-DA,42,3.5,non-titrated,3,3,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,1,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,2,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,4,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,8,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,5,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,3,2,AlmoammerEtAl_2013
Almoammer2013,Barner,English,120312-GB,32,2.666666667,non-titrated,10,2,AlmoammerEtAl_2013
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,1,10,Wagner2016
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,2,10,Wagner2016
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,4,10,Wagner2016
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,8,10,Wagner2016
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,5,10,Wagner2016
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,3,10,Wagner2016
Wagner2016,Barner,English,011713-GD,36,3,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,082112-ET2,59,4.916666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,5,6,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,10,13,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,082112-ET1,59,4.916666667,non-titrated,5,6,Wagner2016
