Part.Num,SubID,DOT,DOB,Age.Mo,Age.Yr,Gender,L1,Add language,Location,Nationality,Experimenter,Group,QNI_cond,QNI_order,Order_un,QNI_term,QNI_type,QNI_setsize,QNI_score,QNI_precision,GN_order,GN_request,GN_ans,GN_score,GN_KL,HighCount,Exclusion,Comment
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,2,un,singulier,1,1,,2,1,1,1,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,1,1,,2,6,3,0,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,2,un,singulier,2,1,,2,4,2,0,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,3,0,,2,2,tous,0,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,tous,1,,2,3,2,0,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,2,1,,,,,,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,3,0,,,,,,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,2,1,,,,,,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,3,un,singulier,2,1,,,,,,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,1,1,,,,,,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,3,un,singulier,1,1,,,,,,1K,2,no,
1,081018-AS,8/10/18,2/8/14,54,4.5,F,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,tous,1,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,tous,1,,2,1,1,1,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,3,"1,0",,2,3,2,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,tous,1,,2,4,3,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,3,0,,2,6,5,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,1,un,singulier,1,1,,2,2,2,1,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,3,0,,2,6,2,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,2,1,,2,3,2,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,3,0,,2,2,2,1,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,1,1,,2,4,3,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,tous,1,,2,1,1,1,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,1,un,singulier,2,1,,2,1,1,1,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,2,un,singulier,1,1,,2,6,2,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,1,1,,2,4,3,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,2,un,singulier,2,1,,2,2,2,1,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,1,1,,2,3,2,0,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,tous,1,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,3,un,singulier,1,1,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,3,un,singulier,2,1,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,3,0,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,2,1,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,tous,1,,,,,,1K,2,no,
2,081018-LV,8/10/18,11/8/14,45,3.75,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,2,1,,,,,,1K,2,no,
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,pretest,pretest,tous,1,,1,1,1,1,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,pretest,pretest,3,"1,0,0",,1,6,3,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,pretest,pretest,tous,1,,1,4,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,pretest,pretest,3,"1,0",,1,2,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,tous,1,,1,3,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,1,1,,1,1,1,1,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,3,0,,1,3,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,1,un,singulier,2,0,,1,4,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,1,un,singulier,1,1,,1,6,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,2,1,,1,2,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,2,un,singulier,1,1,,1,6,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,1,1,,1,3,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,2,un,singulier,2,1,,1,2,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,3,1,,1,4,tous,0,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,tous,1,,1,1,1,1,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,2,1,,,,,,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,3,1,,,,,,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,2,1,,,,,,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,3,un,singulier,2,1,,,,,,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,des,pluriel,1,1,,,,,,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,3,un,singulier,1,1,,,,,,1K,3,yes,pilot
3,081018-IL,8/10/18,5/23/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,B,2,,tous,tous,tous,1,,,,,,1K,3,yes,pilot
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,pretest,pretest,tous,1,,2,1,1,1,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,pretest,pretest,3,0,,2,3,2,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,pretest,pretest,tous,1,,2,4,4,1,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,pretest,pretest,3,0,,2,6,tous,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,tous,tous,tous,1,,2,2,tous,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,deux,pluriel,3,0,,2,6,6,1,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,1,un,singulier,2,0,,2,3,5,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,tous,tous,3,0,,2,2,3,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,deux,pluriel,2,0,,2,4,3,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,tous,tous,tous,1,,2,1,1,1,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,deux,pluriel,2,0,,2,1,1,1,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,2,un,singulier,2,0,,2,6,3,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,deux,pluriel,3,0,,2,4,2,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,1,un,singulier,1,1,,2,2,2,1,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,tous,tous,3,0,,2,3,2,0,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,deux,pluriel,3,0,,,,,,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,2,un,singulier,1,1,,,,,,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,tous,tous,tous,1,,,,,,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,deux,pluriel,2,1,,,,,,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,3,un,singulier,2,0,,,,,,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,tous,tous,3,1,,,,,,1K,3,no,
4,081018-RG,8/10/18,6/6/14,50,4.17,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,3,un,singulier,1,0,,,,,,1K,3,no,
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,tous,1,,2,1,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,3,"1,1",,2,3,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,tous,1,,2,4,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,3,"1,0",,2,6,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,tous,1,,2,2,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,2,0,,2,6,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,3,0,,2,3,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,1,un,singulier,2,0,,2,2,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,1,un,singulier,1,0,,2,4,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,3,1,,2,1,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,2,un,singulier,1,1,,2,1,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,2,0,,2,6,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,2,un,singulier,2,0,,2,4,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,3,0,,2,2,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,tous,0,,2,3,tous,0,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,3,0,,,,,,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,3,1,,,,,,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,3,0,,,,,,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,3,un,singulier,2,1,,,,,,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,2,1,,,,,,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,3,un,singulier,1,1,,,,,,0K,4,yes,0K
5,081018-ME,8/10/18,7/9/15,37,3.09,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,tous,1,,,,,,0K,4,yes,0K
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,tous,1,,1,1,1,1,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,3,"1,1",,1,6,3,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,tous,1,,1,4,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,pretest,pretest,3,"1,0",,1,2,2,1,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,tous,1,,1,3,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,2,1,,1,1,1,1,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,3,1,,1,3,4,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,1,un,singulier,2,1,,1,4,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,1,un,singulier,1,1,,1,6,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,3,0,,1,2,2,1,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,2,un,singulier,1,1,,1,6,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,2,1,,1,3,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,2,un,singulier,2,0,,1,2,2,1,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,3,1,,1,4,tous,0,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,tous,0,,1,1,1,1,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,3,0,,,,,,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,3,1,,,,,,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,3,0,,,,,,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,3,un,singulier,2,1,deux,,,,,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,deux,pluriel,2,1,,,,,,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,3,un,singulier,1,0,,,,,,2K,3,no,
6,081018-MA,8/10/18,3/8/14,53,4.42,F,Français,none,Petits Adultes,Quebec,EM,Number,B,5,,tous,tous,tous,1,,,,,,2K,3,no,
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,tous,1,,1,1,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,3,"1,1",,1,6,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,tous,1,,1,4,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,pretest,pretest,3,"1,1",,1,2,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,1,un,singulier,1,1,,1,3,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,3,1,,1,1,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,2,1,,1,3,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,3,1,,1,4,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,1,1,,1,6,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,tous,1,,1,2,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,1,un,singulier,2,1,,1,6,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,2,un,singulier,1,1,,1,3,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,1,1,,1,2,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,2,un,singulier,2,1,,1,4,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,1,1,,1,1,tous,0,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,tous,1,,,,,,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,3,un,singulier,1,1,,,,,,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,3,un,singulier,2,1,,,,,,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,3,1,,,,,,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,2,1,,,,,,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,tous,tous,tous,1,,,,,,0K,0,yes,pilot
7,081018-KP,8/10/18,5/17/15,38,3.17,M,Français,none,Petits Adultes,Quebec,EM,Morpho,A,1,,des,pluriel,2,1,,,,,,0K,0,yes,pilot
8,080818-NP,8/8/18,11/25/14,44,3.67,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,pretest,pretest,tous,1,,1,1,1,1,2K,3,no,
8,080818-NP,8/8/18,11/25/14,44,3.67,M,Français,none,Petits Adultes,Quebec,EM,Number,C,6,,pretest,pretest,3,"1,0",,1,6,5,0,2K,3,no,
