Experiment,Subject,Language,Age,Sex,Query,Response
SchneiderEtAl_2020,SK-M-44-MV,Hindi,5.12251882,F,7,7
SchneiderEtAl_2020,SK-M-44-MV,Hindi,5.12251882,F,5,7
SchneiderEtAl_2020,SK-M-45-HP,Hindi,4.91991786,M,6,4
SchneiderEtAl_2020,SK-M-45-HP,Hindi,4.91991786,M,9,NA
SchneiderEtAl_2020,SK-M-45-HP,Hindi,4.91991786,M,7,NA
SchneiderEtAl_2020,SK-M-45-HP,Hindi,4.91991786,M,5,3
SchneiderEtAl_2020,SK-M-46-DP,Hindi,5.0294319,M,6,10
SchneiderEtAl_2020,SK-M-46-DP,Hindi,5.0294319,M,9,10
SchneiderEtAl_2020,SK-M-46-DP,Hindi,5.0294319,M,7,10
SchneiderEtAl_2020,SK-M-46-DP,Hindi,5.0294319,M,5,10
SchneiderEtAl_2020,SK-M-5-LS,Hindi,5.27583847,F,6,6
SchneiderEtAl_2020,SK-M-5-LS,Hindi,5.27583847,F,9,9
SchneiderEtAl_2020,SK-M-5-LS,Hindi,5.27583847,F,7,7
SchneiderEtAl_2020,SK-M-5-LS,Hindi,5.27583847,F,5,5
SchneiderEtAl_2020,SK-M-7-PK,Hindi,5.65639973,M,6,6
SchneiderEtAl_2020,SK-M-7-PK,Hindi,5.65639973,M,9,3
SchneiderEtAl_2020,SK-M-7-PK,Hindi,5.65639973,M,7,5
SchneiderEtAl_2020,SK-M-7-PK,Hindi,5.65639973,M,5,5
SchneiderEtAl_2020,SR-1-BS,Hindi,4.28473648,M,6,3
SchneiderEtAl_2020,SR-1-BS,Hindi,4.28473648,M,9,NA
SchneiderEtAl_2020,SR-1-BS,Hindi,4.28473648,M,7,NA
SchneiderEtAl_2020,SR-1-BS,Hindi,4.28473648,M,5,3
SchneiderEtAl_2020,SR-10B-NY,Hindi,5.52498289,F,6,10
SchneiderEtAl_2020,SR-10B-NY,Hindi,5.52498289,F,9,NA
SchneiderEtAl_2020,SR-10B-NY,Hindi,5.52498289,F,7,NA
SchneiderEtAl_2020,SR-10B-NY,Hindi,5.52498289,F,5,6
SchneiderEtAl_2020,SR-11-DL,Hindi,6.37097878,F,6,6
SchneiderEtAl_2020,SR-11-DL,Hindi,6.37097878,F,9,10
SchneiderEtAl_2020,SR-11-DL,Hindi,6.37097878,F,7,8
SchneiderEtAl_2020,SR-11-DL,Hindi,6.37097878,F,5,5
SchneiderEtAl_2020,SR-14B-KS,Hindi,5.52498289,F,6,5
SchneiderEtAl_2020,SR-14B-KS,Hindi,5.52498289,F,9,NA
SchneiderEtAl_2020,SR-14B-KS,Hindi,5.52498289,F,7,NA
SchneiderEtAl_2020,SR-14B-KS,Hindi,5.52498289,F,5,5
SchneiderEtAl_2020,SR-15B-SB,Hindi,6.48870637,F,6,8
SchneiderEtAl_2020,SR-15B-SB,Hindi,6.48870637,F,9,NA
SchneiderEtAl_2020,SR-15B-SB,Hindi,6.48870637,F,7,NA
SchneiderEtAl_2020,SR-15B-SB,Hindi,6.48870637,F,5,7
SchneiderEtAl_2020,SR-16-KK,Hindi,6.1026694,M,6,6
SchneiderEtAl_2020,SR-16-KK,Hindi,6.1026694,M,9,9
SchneiderEtAl_2020,SR-16-KK,Hindi,6.1026694,M,7,7
SchneiderEtAl_2020,SR-16-KK,Hindi,6.1026694,M,5,5
SchneiderEtAl_2020,SR-16B-BS,Hindi,6.03969884,M,6,6
SchneiderEtAl_2020,SR-16B-BS,Hindi,6.03969884,M,9,9
SchneiderEtAl_2020,SR-16B-BS,Hindi,6.03969884,M,7,7
SchneiderEtAl_2020,SR-16B-BS,Hindi,6.03969884,M,5,5
SchneiderEtAl_2020,SR-17B-SM,Hindi,6.40109514,M,6,10
SchneiderEtAl_2020,SR-17B-SM,Hindi,6.40109514,M,9,9
SchneiderEtAl_2020,SR-17B-SM,Hindi,6.40109514,M,7,7
SchneiderEtAl_2020,SR-17B-SM,Hindi,6.40109514,M,5,5
SchneiderEtAl_2020,SR-18B-RS,Hindi,5.82888433,M,6,6
SchneiderEtAl_2020,SR-18B-RS,Hindi,5.82888433,M,9,9
SchneiderEtAl_2020,SR-18B-RS,Hindi,5.82888433,M,7,7
SchneiderEtAl_2020,SR-18B-RS,Hindi,5.82888433,M,5,5
SchneiderEtAl_2020,SR-19B-AS,Hindi,5.16632444,F,6,2
SchneiderEtAl_2020,SR-19B-AS,Hindi,5.16632444,F,9,NA
SchneiderEtAl_2020,SR-19B-AS,Hindi,5.16632444,F,7,NA
SchneiderEtAl_2020,SR-19B-AS,Hindi,5.16632444,F,5,2
SchneiderEtAl_2020,SR-1B-SB,Hindi,5.19370294,M,6,6
SchneiderEtAl_2020,SR-1B-SB,Hindi,5.19370294,M,9,9
SchneiderEtAl_2020,SR-1B-SB,Hindi,5.19370294,M,7,7
SchneiderEtAl_2020,SR-1B-SB,Hindi,5.19370294,M,5,5
SchneiderEtAl_2020,SR-2-PS,Hindi,5.86721424,F,6,6
SchneiderEtAl_2020,SR-2-PS,Hindi,5.86721424,F,9,9
SchneiderEtAl_2020,SR-2-PS,Hindi,5.86721424,F,7,7
SchneiderEtAl_2020,SR-2-PS,Hindi,5.86721424,F,5,5
SchneiderEtAl_2020,SR-20B-AP,Hindi,6.05612594,M,6,6
SchneiderEtAl_2020,SR-20B-AP,Hindi,6.05612594,M,9,9
SchneiderEtAl_2020,SR-20B-AP,Hindi,6.05612594,M,7,7
SchneiderEtAl_2020,SR-20B-AP,Hindi,6.05612594,M,5,5
SchneiderEtAl_2020,SR-21B-JG,Hindi,6.03148528,F,6,10
SchneiderEtAl_2020,SR-21B-JG,Hindi,6.03148528,F,9,NA
SchneiderEtAl_2020,SR-21B-JG,Hindi,6.03148528,F,7,NA
SchneiderEtAl_2020,SR-21B-JG,Hindi,6.03148528,F,5,6
SchneiderEtAl_2020,SR-23-BS,Hindi,5.18001369,M,6,3
SchneiderEtAl_2020,SR-23-BS,Hindi,5.18001369,M,9,3
SchneiderEtAl_2020,SR-23-BS,Hindi,5.18001369,M,7,3
SchneiderEtAl_2020,SR-23-BS,Hindi,5.18001369,M,5,3
SchneiderEtAl_2020,SR-24-VR,Hindi,6.03696099,F,6,6
SchneiderEtAl_2020,SR-24-VR,Hindi,6.03696099,F,9,9
SchneiderEtAl_2020,SR-24-VR,Hindi,6.03696099,F,7,7
SchneiderEtAl_2020,SR-24-VR,Hindi,6.03696099,F,5,5
SchneiderEtAl_2020,SR-28-KS,Hindi,6.04791239,F,6,6
SchneiderEtAl_2020,SR-28-KS,Hindi,6.04791239,F,9,9
SchneiderEtAl_2020,SR-28-KS,Hindi,6.04791239,F,7,7
SchneiderEtAl_2020,SR-28-KS,Hindi,6.04791239,F,5,5
SchneiderEtAl_2020,SR-29-TR,Hindi,6.01505818,M,6,6
SchneiderEtAl_2020,SR-29-TR,Hindi,6.01505818,M,9,9
SchneiderEtAl_2020,SR-29-TR,Hindi,6.01505818,M,7,7
SchneiderEtAl_2020,SR-29-TR,Hindi,6.01505818,M,5,5
SchneiderEtAl_2020,SR-3-RS,Hindi,6.37371663,F,6,4
SchneiderEtAl_2020,SR-3-RS,Hindi,6.37371663,F,9,8
SchneiderEtAl_2020,SR-3-RS,Hindi,6.37371663,F,7,8
SchneiderEtAl_2020,SR-3-RS,Hindi,6.37371663,F,5,5
SchneiderEtAl_2020,SR-30-RP,Hindi,5.14442163,F,6,6
SchneiderEtAl_2020,SR-30-RP,Hindi,5.14442163,F,9,9
SchneiderEtAl_2020,SR-30-RP,Hindi,5.14442163,F,7,7
SchneiderEtAl_2020,SR-30-RP,Hindi,5.14442163,F,5,5
SchneiderEtAl_2020,SR-32-UP,Hindi,6.46132786,M,6,6
SchneiderEtAl_2020,SR-32-UP,Hindi,6.46132786,M,9,9
SchneiderEtAl_2020,SR-32-UP,Hindi,6.46132786,M,7,7
SchneiderEtAl_2020,SR-32-UP,Hindi,6.46132786,M,5,5
SchneiderEtAl_2020,SR-33-AC,Hindi,6.07255305,F,6,6
SchneiderEtAl_2020,SR-33-AC,Hindi,6.07255305,F,9,9
SchneiderEtAl_2020,SR-33-AC,Hindi,6.07255305,F,7,7
SchneiderEtAl_2020,SR-33-AC,Hindi,6.07255305,F,5,5
SchneiderEtAl_2020,SR-34-VS,Hindi,5.36892539,M,6,6
SchneiderEtAl_2020,SR-34-VS,Hindi,5.36892539,M,9,10
SchneiderEtAl_2020,SR-34-VS,Hindi,5.36892539,M,7,7
SchneiderEtAl_2020,SR-34-VS,Hindi,5.36892539,M,5,5
SchneiderEtAl_2020,SR-35-KM,Hindi,6.18480493,F,6,6
SchneiderEtAl_2020,SR-35-KM,Hindi,6.18480493,F,9,9
SchneiderEtAl_2020,SR-35-KM,Hindi,6.18480493,F,7,7
SchneiderEtAl_2020,SR-35-KM,Hindi,6.18480493,F,5,5
SchneiderEtAl_2020,SR-37-JP,Hindi,6.39288159,M,6,6
SchneiderEtAl_2020,SR-37-JP,Hindi,6.39288159,M,9,9
SchneiderEtAl_2020,SR-37-JP,Hindi,6.39288159,M,7,7
SchneiderEtAl_2020,SR-37-JP,Hindi,6.39288159,M,5,5
SchneiderEtAl_2020,SR-38-JY,Hindi,6.05612594,F,6,6
SchneiderEtAl_2020,SR-38-JY,Hindi,6.05612594,F,9,9
SchneiderEtAl_2020,SR-38-JY,Hindi,6.05612594,F,7,7
SchneiderEtAl_2020,SR-38-JY,Hindi,6.05612594,F,5,5
SchneiderEtAl_2020,SR-39-AT,Hindi,5.80971937,F,6,6
SchneiderEtAl_2020,SR-39-AT,Hindi,5.80971937,F,9,9
SchneiderEtAl_2020,SR-39-AT,Hindi,5.80971937,F,7,7
SchneiderEtAl_2020,SR-39-AT,Hindi,5.80971937,F,5,5
SchneiderEtAl_2020,SR-3B-SY,Hindi,5.17727584,F,6,6
SchneiderEtAl_2020,SR-3B-SY,Hindi,5.17727584,F,9,9
SchneiderEtAl_2020,SR-3B-SY,Hindi,5.17727584,F,7,7
SchneiderEtAl_2020,SR-3B-SY,Hindi,5.17727584,F,5,5
SchneiderEtAl_2020,SR-40-KS,Hindi,5.42642026,M,6,5
SchneiderEtAl_2020,SR-40-KS,Hindi,5.42642026,M,9,NA
SchneiderEtAl_2020,SR-40-KS,Hindi,5.42642026,M,7,NA
SchneiderEtAl_2020,SR-40-KS,Hindi,5.42642026,M,5,3
SchneiderEtAl_2020,SR-41-K,Hindi,4.06297057,M,6,2
SchneiderEtAl_2020,SR-41-K,Hindi,4.06297057,M,9,NA
SchneiderEtAl_2020,SR-41-K,Hindi,4.06297057,M,7,NA
SchneiderEtAl_2020,SR-41-K,Hindi,4.06297057,M,5,1
SchneiderEtAl_2020,SR-43-GS,Hindi,5.42642026,M,6,10
SchneiderEtAl_2020,SR-43-GS,Hindi,5.42642026,M,9,NA
SchneiderEtAl_2020,SR-43-GS,Hindi,5.42642026,M,7,NA
SchneiderEtAl_2020,SR-43-GS,Hindi,5.42642026,M,5,7
SchneiderEtAl_2020,SR-44-RP,Hindi,3.80835044,F,6,3
SchneiderEtAl_2020,SR-44-RP,Hindi,3.80835044,F,9,NA
SchneiderEtAl_2020,SR-44-RP,Hindi,3.80835044,F,7,NA
SchneiderEtAl_2020,SR-44-RP,Hindi,3.80835044,F,5,2
SchneiderEtAl_2020,SR-45-HB,Hindi,3.60848734,M,6,6
SchneiderEtAl_2020,SR-45-HB,Hindi,3.60848734,M,9,6
SchneiderEtAl_2020,SR-45-HB,Hindi,3.60848734,M,7,10
SchneiderEtAl_2020,SR-45-HB,Hindi,3.60848734,M,5,5
SchneiderEtAl_2020,SR-46-MM,Hindi,4.84599589,F,6,5
SchneiderEtAl_2020,SR-46-MM,Hindi,4.84599589,F,9,NA
SchneiderEtAl_2020,SR-46-MM,Hindi,4.84599589,F,7,NA
SchneiderEtAl_2020,SR-46-MM,Hindi,4.84599589,F,5,6
SchneiderEtAl_2020,SR-47-MS,Hindi,3.70704997,M,6,3
SchneiderEtAl_2020,SR-47-MS,Hindi,3.70704997,M,9,NA
SchneiderEtAl_2020,SR-47-MS,Hindi,3.70704997,M,7,NA
SchneiderEtAl_2020,SR-47-MS,Hindi,3.70704997,M,5,4
SchneiderEtAl_2020,SR-49-RS,Hindi,5.49760438,F,6,6
SchneiderEtAl_2020,SR-49-RS,Hindi,5.49760438,F,9,9
SchneiderEtAl_2020,SR-49-RS,Hindi,5.49760438,F,7,7
SchneiderEtAl_2020,SR-49-RS,Hindi,5.49760438,F,5,5
SchneiderEtAl_2020,SR-4B-GB,Hindi,5.73305955,M,6,6
SchneiderEtAl_2020,SR-4B-GB,Hindi,5.73305955,M,9,9
SchneiderEtAl_2020,SR-4B-GB,Hindi,5.73305955,M,7,7
SchneiderEtAl_2020,SR-4B-GB,Hindi,5.73305955,M,5,5
SchneiderEtAl_2020,SR-5-HS,Hindi,5.61259411,F,6,1
SchneiderEtAl_2020,SR-5-HS,Hindi,5.61259411,F,9,1
SchneiderEtAl_2020,SR-5-HS,Hindi,5.61259411,F,7,1
SchneiderEtAl_2020,SR-5-HS,Hindi,5.61259411,F,5,1
SchneiderEtAl_2020,SR-50-MS,Hindi,4.83778234,M,6,3
SchneiderEtAl_2020,SR-50-MS,Hindi,4.83778234,M,9,NA
SchneiderEtAl_2020,SR-50-MS,Hindi,4.83778234,M,7,NA
SchneiderEtAl_2020,SR-50-MS,Hindi,4.83778234,M,5,4
SchneiderEtAl_2020,SR-53-KG,Hindi,4.64887064,M,6,2
SchneiderEtAl_2020,SR-53-KG,Hindi,4.64887064,M,9,NA
SchneiderEtAl_2020,SR-53-KG,Hindi,4.64887064,M,7,NA
SchneiderEtAl_2020,SR-53-KG,Hindi,4.64887064,M,5,3
SchneiderEtAl_2020,SR-55-IS,Hindi,3.64134155,M,6,10
SchneiderEtAl_2020,SR-55-IS,Hindi,3.64134155,M,9,NA
SchneiderEtAl_2020,SR-55-IS,Hindi,3.64134155,M,7,NA
SchneiderEtAl_2020,SR-55-IS,Hindi,3.64134155,M,5,10
SchneiderEtAl_2020,SR-57-RN,Hindi,4.85420945,F,6,4
SchneiderEtAl_2020,SR-57-RN,Hindi,4.85420945,F,9,NA
SchneiderEtAl_2020,SR-57-RN,Hindi,4.85420945,F,7,NA
SchneiderEtAl_2020,SR-57-RN,Hindi,4.85420945,F,5,9
SchneiderEtAl_2020,SR-59-GP,Hindi,6.58726899,F,6,6
SchneiderEtAl_2020,SR-59-GP,Hindi,6.58726899,F,9,9
SchneiderEtAl_2020,SR-59-GP,Hindi,6.58726899,F,7,7
SchneiderEtAl_2020,SR-59-GP,Hindi,6.58726899,F,5,5
SchneiderEtAl_2020,SR-5B-RR,Hindi,5.05954825,M,6,2
SchneiderEtAl_2020,SR-5B-RR,Hindi,5.05954825,M,9,NA
SchneiderEtAl_2020,SR-5B-RR,Hindi,5.05954825,M,7,NA
SchneiderEtAl_2020,SR-5B-RR,Hindi,5.05954825,M,5,2
SchneiderEtAl_2020,SR-6-MS,Hindi,5.80971937,F,6,6
SchneiderEtAl_2020,SR-6-MS,Hindi,5.80971937,F,9,10
SchneiderEtAl_2020,SR-6-MS,Hindi,5.80971937,F,7,10
SchneiderEtAl_2020,SR-6-MS,Hindi,5.80971937,F,5,10
SchneiderEtAl_2020,SR-6B-BY,Hindi,5.9028063,M,6,6
SchneiderEtAl_2020,SR-6B-BY,Hindi,5.9028063,M,9,9
SchneiderEtAl_2020,SR-6B-BY,Hindi,5.9028063,M,7,7
SchneiderEtAl_2020,SR-6B-BY,Hindi,5.9028063,M,5,5
SchneiderEtAl_2020,SR-7B-RS,Hindi,5.98767967,F,6,10
SchneiderEtAl_2020,SR-7B-RS,Hindi,5.98767967,F,9,NA
SchneiderEtAl_2020,SR-7B-RS,Hindi,5.98767967,F,7,NA
SchneiderEtAl_2020,SR-7B-RS,Hindi,5.98767967,F,5,10
SchneiderEtAl_2020,SR-8-MP,Hindi,5.80971937,F,6,6
SchneiderEtAl_2020,SR-8-MP,Hindi,5.80971937,F,9,9
SchneiderEtAl_2020,SR-8-MP,Hindi,5.80971937,F,7,7
SchneiderEtAl_2020,SR-8-MP,Hindi,5.80971937,F,5,5
SchneiderEtAl_2020,SR-9-RK,Hindi,6.10540726,M,6,6
SchneiderEtAl_2020,SR-9-RK,Hindi,6.10540726,M,9,9
SchneiderEtAl_2020,SR-9-RK,Hindi,6.10540726,M,7,7
SchneiderEtAl_2020,SR-9-RK,Hindi,6.10540726,M,5,5
SchneiderEtAl_2020,SW-AD-3,English (India),6.13826146,F,6,6
SchneiderEtAl_2020,SW-AD-3,English (India),6.13826146,F,9,9
SchneiderEtAl_2020,SW-AD-3,English (India),6.13826146,F,7,7
SchneiderEtAl_2020,SW-AD-3,English (India),6.13826146,F,5,5
SchneiderEtAl_2020,SW-AS-7,English (India),5.46748802,M,6,6
SchneiderEtAl_2020,SW-AS-7,English (India),5.46748802,M,9,9
SchneiderEtAl_2020,SW-AS-7,English (India),5.46748802,M,7,7
SchneiderEtAl_2020,SW-AS-7,English (India),5.46748802,M,5,5
SchneiderEtAl_2020,SW-AT-5,English (India),6.56536619,F,6,6
SchneiderEtAl_2020,SW-AT-5,English (India),6.56536619,F,9,9
SchneiderEtAl_2020,SW-AT-5,English (India),6.56536619,F,7,7
SchneiderEtAl_2020,SW-AT-5,English (India),6.56536619,F,5,5
SchneiderEtAl_2020,SW-VP-12,English (India),4.93086927,F,6,10
SchneiderEtAl_2020,SW-VP-12,English (India),4.93086927,F,9,10
SchneiderEtAl_2020,SW-VP-12,English (India),4.93086927,F,7,7
SchneiderEtAl_2020,SW-VP-12,English (India),4.93086927,F,5,5
SchneiderEtAl_2020,SW-DB-24,English (India),6.06433949,F,6,6
SchneiderEtAl_2020,SW-DB-24,English (India),6.06433949,F,9,9
SchneiderEtAl_2020,SW-DB-24,English (India),6.06433949,F,7,7
SchneiderEtAl_2020,SW-DB-24,English (India),6.06433949,F,5,5
SchneiderEtAl_2020,SW-DB-31,English (India),4.5119781,NA,6,6
SchneiderEtAl_2020,SW-DB-31,English (India),4.5119781,NA,9,9
SchneiderEtAl_2020,SW-DB-31,English (India),4.5119781,NA,7,7
SchneiderEtAl_2020,SW-DB-31,English (India),4.5119781,NA,5,5
SchneiderEtAl_2020,SW-DJ-23,English (India),2.83093771,F,6,NA
SchneiderEtAl_2020,SW-DJ-23,English (India),2.83093771,F,9,NA
SchneiderEtAl_2020,SW-DJ-23,English (India),2.83093771,F,7,NA
SchneiderEtAl_2020,SW-DJ-23,English (India),2.83093771,F,5,NA
SchneiderEtAl_2020,SW-DV-27,English (India),4.00273785,NA,6,6
SchneiderEtAl_2020,SW-DV-27,English (India),4.00273785,NA,9,8
SchneiderEtAl_2020,SW-DV-27,English (India),4.00273785,NA,7,7
SchneiderEtAl_2020,SW-DV-27,English (India),4.00273785,NA,5,5
SchneiderEtAl_2020,SW-HP-21,English (India),4.53935661,M,6,5
SchneiderEtAl_2020,SW-HP-21,English (India),4.53935661,M,9,NA
SchneiderEtAl_2020,SW-HP-21,English (India),4.53935661,M,7,NA
SchneiderEtAl_2020,SW-HP-21,English (India),4.53935661,M,5,6
SchneiderEtAl_2020,SW-JM-4,English (India),6.51334702,F,6,6
SchneiderEtAl_2020,SW-JM-4,English (India),6.51334702,F,9,9
SchneiderEtAl_2020,SW-JM-4,English (India),6.51334702,F,7,7
SchneiderEtAl_2020,SW-JM-4,English (India),6.51334702,F,5,5
SchneiderEtAl_2020,SW-KD-16,English (India),5.47843943,F,6,6
SchneiderEtAl_2020,SW-KD-16,English (India),5.47843943,F,9,9
SchneiderEtAl_2020,SW-KD-16,English (India),5.47843943,F,7,7
SchneiderEtAl_2020,SW-KD-16,English (India),5.47843943,F,5,5
SchneiderEtAl_2020,SW-KM-26,English (India),3.73990418,F,6,6
SchneiderEtAl_2020,SW-KM-26,English (India),3.73990418,F,9,9
SchneiderEtAl_2020,SW-KM-26,English (India),3.73990418,F,7,7
SchneiderEtAl_2020,SW-KM-26,English (India),3.73990418,F,5,5
SchneiderEtAl_2020,SW-KP-18,English (India),4.92265572,M,6,10
SchneiderEtAl_2020,SW-KP-18,English (India),4.92265572,M,9,NA
SchneiderEtAl_2020,SW-KP-18,English (India),4.92265572,M,7,NA
SchneiderEtAl_2020,SW-KP-18,English (India),4.92265572,M,5,10
SchneiderEtAl_2020,SW-MDH-8,English (India),6.15742642,M,6,6
SchneiderEtAl_2020,SW-MDH-8,English (India),6.15742642,M,9,9
SchneiderEtAl_2020,SW-MDH-8,English (India),6.15742642,M,7,7
SchneiderEtAl_2020,SW-MDH-8,English (India),6.15742642,M,5,5
SchneiderEtAl_2020,SW-MP-1B,English (India),5.30047912,F,6,6
SchneiderEtAl_2020,SW-MP-1B,English (India),5.30047912,F,9,9
SchneiderEtAl_2020,SW-MP-1B,English (India),5.30047912,F,7,7
SchneiderEtAl_2020,SW-MP-1B,English (India),5.30047912,F,5,5
SchneiderEtAl_2020,SW-PP-22,English (India),3.91238877,M,6,10
SchneiderEtAl_2020,SW-PP-22,English (India),3.91238877,M,9,NA
SchneiderEtAl_2020,SW-PP-22,English (India),3.91238877,M,7,NA
SchneiderEtAl_2020,SW-PP-22,English (India),3.91238877,M,5,10
SchneiderEtAl_2020,SW-PS-2,English (India),5.94934976,M,6,6
SchneiderEtAl_2020,SW-PS-2,English (India),5.94934976,M,9,9
SchneiderEtAl_2020,SW-PS-2,English (India),5.94934976,M,7,7
SchneiderEtAl_2020,SW-PS-2,English (India),5.94934976,M,5,5
SchneiderEtAl_2020,SW-R-17,English (India),4.74743326,M,6,10
SchneiderEtAl_2020,SW-R-17,English (India),4.74743326,M,9,NA
SchneiderEtAl_2020,SW-R-17,English (India),4.74743326,M,7,NA
SchneiderEtAl_2020,SW-R-17,English (India),4.74743326,M,5,10
SchneiderEtAl_2020,SW-RG-19,English (India),4.74469541,M,6,6
SchneiderEtAl_2020,SW-RG-19,English (India),4.74469541,M,9,9
SchneiderEtAl_2020,SW-RG-19,English (India),4.74469541,M,7,7
SchneiderEtAl_2020,SW-RG-19,English (India),4.74469541,M,5,5
SchneiderEtAl_2020,SW-SB-3B,English (India),6.41204654,F,6,6
SchneiderEtAl_2020,SW-SB-3B,English (India),6.41204654,F,9,9
SchneiderEtAl_2020,SW-SB-3B,English (India),6.41204654,F,7,7
SchneiderEtAl_2020,SW-SB-3B,English (India),6.41204654,F,5,5
SchneiderEtAl_2020,SW-SM-13,English (India),5.69746749,F,6,6
SchneiderEtAl_2020,SW-SM-13,English (India),5.69746749,F,9,9
SchneiderEtAl_2020,SW-SM-13,English (India),5.69746749,F,7,7
SchneiderEtAl_2020,SW-SM-13,English (India),5.69746749,F,5,5
SchneiderEtAl_2020,SW-SS-33,English (India),3.93702943,F,6,10
SchneiderEtAl_2020,SW-SS-33,English (India),3.93702943,F,9,NA
SchneiderEtAl_2020,SW-SS-33,English (India),3.93702943,F,7,NA
SchneiderEtAl_2020,SW-SS-33,English (India),3.93702943,F,5,10
SchneiderEtAl_2020,SW-ST-20,English (India),4.57494867,M,6,10
SchneiderEtAl_2020,SW-ST-20,English (India),4.57494867,M,9,NA
SchneiderEtAl_2020,SW-ST-20,English (India),4.57494867,M,7,NA
SchneiderEtAl_2020,SW-ST-20,English (India),4.57494867,M,5,10
SchneiderEtAl_2020,SW-VM-15,English (India),5.7522245,F,6,6
SchneiderEtAl_2020,SW-VM-15,English (India),5.7522245,F,9,9
SchneiderEtAl_2020,SW-VM-15,English (India),5.7522245,F,7,7
SchneiderEtAl_2020,SW-VM-15,English (India),5.7522245,F,5,5
SchneiderEtAl_2020,SW-YD-10,English (India),5.08692676,M,6,6
SchneiderEtAl_2020,SW-YD-10,English (India),5.08692676,M,9,9
SchneiderEtAl_2020,SW-YD-10,English (India),5.08692676,M,7,7
SchneiderEtAl_2020,SW-YD-10,English (India),5.08692676,M,5,5
SchneiderEtAl_2020,SW-YT-1,English (India),4.32306639,F,6,6
SchneiderEtAl_2020,SW-YT-1,English (India),4.32306639,F,9,9
SchneiderEtAl_2020,SW-YT-1,English (India),4.32306639,F,7,7
SchneiderEtAl_2020,SW-YT-1,English (India),4.32306639,F,5,5
SchneiderEtAl_2020,SW-ZK-6,English (India),6.4421629,F,6,6
SchneiderEtAl_2020,SW-ZK-6,English (India),6.4421629,F,9,9
SchneiderEtAl_2020,SW-ZK-6,English (India),6.4421629,F,7,7
SchneiderEtAl_2020,SW-ZK-6,English (India),6.4421629,F,5,5
SchneiderEtAl_2020,10072018-A,Slovenian,4.810403833,F,6,9
SchneiderEtAl_2020,10072018-A,Slovenian,4.810403833,F,9,6
SchneiderEtAl_2020,10072018-A,Slovenian,4.810403833,F,7,5
SchneiderEtAl_2020,10072018-A,Slovenian,4.810403833,F,5,4
SchneiderEtAl_2020,10072018-D,Slovenian,4.969199179,M,6,6
SchneiderEtAl_2020,10072018-D,Slovenian,4.969199179,M,9,9
SchneiderEtAl_2020,10072018-D,Slovenian,4.969199179,M,7,7
SchneiderEtAl_2020,10072018-D,Slovenian,4.969199179,M,5,5
SchneiderEtAl_2020,10072018-J,Slovenian,5.092402464,M,6,6
SchneiderEtAl_2020,10072018-J,Slovenian,5.092402464,M,9,7
SchneiderEtAl_2020,10072018-J,Slovenian,5.092402464,M,7,8
SchneiderEtAl_2020,10072018-J,Slovenian,5.092402464,M,5,4
SchneiderEtAl_2020,10072018-V,Slovenian,5.445585216,M,6,6
SchneiderEtAl_2020,10072018-V,Slovenian,5.445585216,M,9,9
SchneiderEtAl_2020,10072018-V,Slovenian,5.445585216,M,7,7
SchneiderEtAl_2020,10072018-V,Slovenian,5.445585216,M,5,5
SchneiderEtAl_2020,11072018-J,Slovenian,5.163586585,M,6,6
SchneiderEtAl_2020,11072018-J,Slovenian,5.163586585,M,9,10
SchneiderEtAl_2020,11072018-J,Slovenian,5.163586585,M,7,7
SchneiderEtAl_2020,11072018-J,Slovenian,5.163586585,M,5,4
SchneiderEtAl_2020,11072018-JU,Slovenian,4.375085558,F,6,6
SchneiderEtAl_2020,11072018-JU,Slovenian,4.375085558,F,9,8
SchneiderEtAl_2020,11072018-JU,Slovenian,4.375085558,F,7,10
SchneiderEtAl_2020,11072018-JU,Slovenian,4.375085558,F,5,5
SchneiderEtAl_2020,11072018-L,Slovenian,3.961670089,F,6,10
SchneiderEtAl_2020,11072018-L,Slovenian,3.961670089,F,9,10
SchneiderEtAl_2020,11072018-L,Slovenian,3.961670089,F,7,10
SchneiderEtAl_2020,11072018-L,Slovenian,3.961670089,F,5,5
SchneiderEtAl_2020,11072018-M,Slovenian,6.414784394,M,6,6
SchneiderEtAl_2020,11072018-M,Slovenian,6.414784394,M,9,9
SchneiderEtAl_2020,11072018-M,Slovenian,6.414784394,M,7,7
SchneiderEtAl_2020,11072018-M,Slovenian,6.414784394,M,5,5
SchneiderEtAl_2020,11072018-T,Slovenian,4.273785079,F,6,5
SchneiderEtAl_2020,11072018-T,Slovenian,4.273785079,F,9,4
SchneiderEtAl_2020,11072018-T,Slovenian,4.273785079,F,7,4
SchneiderEtAl_2020,11072018-T,Slovenian,4.273785079,F,5,6
SchneiderEtAl_2020,11072018-V,Slovenian,4.793976728,M,6,6
SchneiderEtAl_2020,11072018-V,Slovenian,4.793976728,M,9,9
SchneiderEtAl_2020,11072018-V,Slovenian,4.793976728,M,7,7
SchneiderEtAl_2020,11072018-V,Slovenian,4.793976728,M,5,5
SchneiderEtAl_2020,12072018-I,Slovenian,4.010951403,M,6,4
SchneiderEtAl_2020,12072018-I,Slovenian,4.010951403,M,9,7
SchneiderEtAl_2020,12072018-I,Slovenian,4.010951403,M,7,10
SchneiderEtAl_2020,12072018-I,Slovenian,4.010951403,M,5,10
SchneiderEtAl_2020,12072018-J,Slovenian,3.887748118,F,6,7
