Subject,Age,Sex,Language,Knower_level,cite,method,Experiment,lab
022719-PL,44.68172484,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022719-SW,42.7761807,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-ED,34.03696098,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-AH,43.761806976,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-AM,38.045174532,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-AM2,42.743326487999994,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-BT,40.772073924,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-H,37.5523614,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-HP,42.97330596,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
022819-ZF,40.410677616,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-AD,44.418891168,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-B,46.55441478,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-H,38.373716628,M,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-HR,46.455852156000006,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-L,46.620123204,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-S,42.316221768,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-S2,37.913757696,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030119-SW,41.462012316,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030419-A,33.215605752,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030419-F,32.722792608000006,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030419-H,46.75154004,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030419-LM,39.063655032,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030419-OH,48.919917864,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030519-JH,46.225872684,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030519-K,40.246406568,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030519-OB1,42.480492815999995,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030519-OB2,41.954825459999995,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030519-OB3,43.63039014,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-E,41.067761808,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-J,49.182751536,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-K,36.073921968,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-L,43.498973304,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-L2,39.162217655999996,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-M,44.156057496,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-M2,45.30595482,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-M3,41.034907596,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-Q,43.236139632000004,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-S,26.644763856,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030619-T,46.422997944,M,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
030719-HM,48.492813143999996,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
031219-RM,42.710472276000004,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
031819-MS,47.638603692000004,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
031819-IG,36.106776180000004,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
031819-PM,38.472279264,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032519-T,44.813141688,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032519-V,44.353182756,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032619-D,35.843942508,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032619-B,47.375770020000004,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032619-E,44.747433264,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032619-W,42.15195072,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032619-G,37.322381928,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032719-G,46.488706368,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032919-C,38.833675559999996,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032919-W,36.369609852,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
032919-K,44.353182756,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
040319-M,40.509240252,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
040219-NS,43.860369612,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
040219-JQ,42.546201228,M,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
040219-AT,43.268993844,F,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
040219-A,43.334702256,M,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-MS,37.683778236,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-CR,48.328542096,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-E,42.053388096,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-LC,41.13347022,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071519-OL,38.735112936,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071219-BG,30.422997948000003,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-W,44.64887064,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-TR,46.685831628,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-S,45.831622175999996,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-S2,32.032854203999996,F,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-MF,43.498973304,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-K,43.00616016,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
071019-C,41.363449692,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
070919-GR,35.613963036,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
070319-ZA,47.375770020000004,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
070319-AA,47.375770020000004,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
070219-SP,32.197125252,M,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
070119-L,40.509240252,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
070119-KT,47.277207396,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062819-OF,45.634496915999996,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062819-GS,37.388090352,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062819-CB,47.14579056,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062719-GA,45.70020534,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062719-AL,47.112936348000005,F,English,5,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062719-AC,45.733059552,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062519-AD,38.505133476,F,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062419-MB,43.236139632000004,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062119-RM,31.178644763999998,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
062119-EG,28.58316222,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-OM,44.64887064,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-NZ,29.437371660000004,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-LE,30.357289524000002,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-L,44.64887064,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-KH,38.17659138,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-IS,30.620123208000003,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-G,44.977412736,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-FL,33.051334704,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-DV,39.917864472000005,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-DC,47.671457904,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-BH,29.437371660000004,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061219-AL,31.73716632,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
061119-RB,37.78234086,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060719-MV,37.322381928,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060619-V,36.468172488,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060619-CH,37.223819304,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060519-S,46.620123204,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060519-B,47.14579056,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060419-R,37.453798764,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060419-K1,39.786447636000005,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060419-JB,39.326488704,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
